sales_id,date,shop,product category,product name,quantity,price,is_returned
C-20250618-0023,06/18/2025 01:37 PM,Shop C,Beverages,Bottled Water,1,2,False
D-20250618-0024,06/18/2025 01:47 PM,Shop D,Beverages,Bottled Water,2,2,False
C-20250618-0025,06/18/2025 01:48 PM,Shop C,Accessories,Beach Hat,1,15,False
A-20250618-0026,06/18/2025 01:58 PM,Shop A,Clothing,Beach Shorts,1,30,False
E-20250618-0027,06/18/2025 02:06 PM,Shop E,Accessories,Beach Hat,1,15,False
C-20250618-0028,06/18/2025 02:13 PM,Shop C,Accessories,Beach Bag,2,35,False
A-20250618-0029,06/18/2025 02:25 PM,Shop A,Beverages,Bottled Water,3,2,False
C-20250618-0030,06/18/2025 02:32 PM,Shop C,Skincare,Sunscreen,1,10,False
C-20250618-0031,06/18/2025 02:35 PM,Shop C,Beverages,Bottled Water,1,2,False
A-20250618-0032,06/18/2025 02:37 PM,Shop A,Kids,Inflatable Ring,10,15,False
D-20250618-0033,06/18/2025 03:04 PM,Shop D,Skincare,Sunscreen,1,10,False
A-20250618-0034,06/18/2025 03:08 PM,Shop A,Accessories,Sunglasses,1,25,False
D-20250618-0035,06/18/2025 03:12 PM,Shop D,Clothing,Beach Shorts,1,30,False
B-20250618-0036,06/18/2025 03:18 PM,Shop B,Kids,Inflatable Ring,3,15,False
E-20250618-0037,06/18/2025 03:26 PM,Shop E,Clothing,T-Shirt,3,20,False
D-20250618-0038,06/18/2025 03:40 PM,Shop D,Accessories,Beach Bag,1,35,False
B-20250618-0039,06/18/2025 04:09 PM,Shop B,Clothing,Beach Shorts,10,30,False
B-20250618-0040,06/18/2025 04:11 PM,Shop B,Accessories,Sunglasses,1,25,False
D-20250618-0041,06/18/2025 04:18 PM,Shop D,Footwear,Sandals,1,40,False
B-20250618-0042,06/18/2025 04:22 PM,Shop B,Accessories,Beach Hat,1,15,False
E-20250618-0043,06/18/2025 04:56 PM,Shop E,Footwear,Sandals,10,40,False
A-20250618-0044,06/18/2025 05:43 PM,Shop A,Footwear,Sandals,1,40,False
E-20250618-0045,06/18/2025 06:29 PM,Shop E,Skincare,Sunscreen,1,10,False
B-20250618-0046,06/18/2025 07:27 PM,Shop B,Clothing,T-Shirt,2,20,False
E-20250618-0047,06/18/2025 07:35 PM,Shop E,Clothing,Beach Shorts,1,30,False
C-20250618-0048,06/18/2025 07:59 PM,Shop C,Clothing,T-Shirt,1,20,False
A-20250619-0001,06/19/2025 08:04 AM,Shop A,Skincare,Sunscreen,3,10,False
A-20250619-0002,06/19/2025 08:09 AM,Shop A,Beverages,Bottled Water,1,2,False
E-20250619-0003,06/19/2025 08:11 AM,Shop E,Clothing,Beach Shorts,1,30,False
E-20250619-0004,06/19/2025 08:16 AM,Shop E,Accessories,Sunglasses,1,25,False
E-20250619-0005,06/19/2025 08:20 AM,Shop E,Skincare,Sunscreen,1,10,False
E-20250619-0006,06/19/2025 08:44 AM,Shop E,Kids,Inflatable Ring,1,15,False
B-20250619-0007,06/19/2025 09:50 AM,Shop B,Clothing,T-Shirt,1,20,False
B-20250619-0008,06/19/2025 09:52 AM,Shop B,Souvenir,Florida Magnet,1,5,False
A-20250619-0009,06/19/2025 10:17 AM,Shop A,Accessories,Beach Bag,2,35,False
C-20250619-0010,06/19/2025 10:18 AM,Shop C,Clothing,Swimsuit,1,50,False
C-20250619-0011,06/19/2025 10:21 AM,Shop C,Accessories,Sunglasses,1,25,False
B-20250619-0012,06/19/2025 10:42 AM,Shop B,Footwear,Sandals,5,40,False
C-20250619-0013,06/19/2025 10:59 AM,Shop C,Souvenir,Florida Magnet,2,5,False
A-20250619-0014,06/19/2025 11:09 AM,Shop A,Accessories,Beach Hat,2,15,False
D-20250619-0015,06/19/2025 11:15 AM,Shop D,Kids,Inflatable Ring,1,15,False
D-20250619-0016,06/19/2025 11:18 AM,Shop D,Beverages,Bottled Water,1,2,False
B-20250619-0017,06/19/2025 11:28 AM,Shop B,Accessories,Sunglasses,3,25,False
A-20250619-0018,06/19/2025 11:29 AM,Shop A,Kids,Inflatable Ring,1,15,False
A-20250619-0019,06/19/2025 11:33 AM,Shop A,Beverages,Bottled Water,1,2,False
C-20250619-0020,06/19/2025 11:42 AM,Shop C,Skincare,Sunscreen,3,10,False
E-20250619-0021,06/19/2025 11:43 AM,Shop E,Souvenir,Florida Magnet,1,5,False
E-20250619-0022,06/19/2025 11:47 AM,Shop E,Footwear,Sandals,2,40,False
C-20250619-0023,06/19/2025 12:01 PM,Shop C,Clothing,Beach Shorts,1,30,False
C-20250619-0024,06/19/2025 12:01 PM,Shop C,Kids,Inflatable Ring,2,15,False
B-20250619-0025,06/19/2025 12:06 PM,Shop B,Clothing,Beach Shorts,1,30,False
C-20250619-0026,06/19/2025 12:06 PM,Shop C,Skincare,Sunscreen,1,10,False
B-20250619-0027,06/19/2025 12:07 PM,Shop B,Accessories,Sunglasses,1,25,False
A-20250619-0028,06/19/2025 12:08 PM,Shop A,Clothing,Beach Shorts,1,30,False
B-20250619-0029,06/19/2025 12:08 PM,Shop B,Beverages,Bottled Water,1,2,False
A-20250619-0030,06/19/2025 12:17 PM,Shop A,Footwear,Sandals,2,40,False
A-20250619-0031,06/19/2025 12:41 PM,Shop A,Clothing,Swimsuit,2,50,False
C-20250619-0032,06/19/2025 12:50 PM,Shop C,Footwear,Sandals,1,40,False
D-20250619-0033,06/19/2025 01:21 PM,Shop D,Accessories,Sunglasses,1,25,False
D-20250619-0034,06/19/2025 01:25 PM,Shop D,Accessories,Beach Hat,1,15,False
D-20250619-0035,06/19/2025 01:30 PM,Shop D,Outerwear,Light Jacket,6,60,False
D-20250619-0036,06/19/2025 01:33 PM,Shop D,Clothing,Beach Shorts,1,30,False
D-20250619-0037,06/19/2025 01:56 PM,Shop D,Accessories,Beach Hat,1,15,False
C-20250619-0038,06/19/2025 01:58 PM,Shop C,Accessories,Sunglasses,1,25,False
C-20250619-0039,06/19/2025 02:02 PM,Shop C,Clothing,T-Shirt,1,20,False
A-20250619-0040,06/19/2025 02:09 PM,Shop A,Accessories,Sunglasses,1,25,False
D-20250619-0041,06/19/2025 02:25 PM,Shop D,Footwear,Sandals,1,40,False
B-20250619-0042,06/19/2025 02:46 PM,Shop B,Souvenir,Florida Magnet,6,5,False
C-20250619-0043,06/19/2025 03:03 PM,Shop C,Beverages,Bottled Water,1,2,False
A-20250619-0044,06/19/2025 03:12 PM,Shop A,Clothing,T-Shirt,2,20,False
A-20250619-0045,06/19/2025 03:17 PM,Shop A,Souvenir,Florida Magnet,1,5,False
D-20250619-0046,06/19/2025 03:22 PM,Shop D,Clothing,Swimsuit,5,50,False
C-20250619-0047,06/19/2025 03:45 PM,Shop C,Accessories,Beach Hat,5,15,False
A-20250619-0048,06/19/2025 03:59 PM,Shop A,Souvenir,Florida Magnet,1,5,False
D-20250619-0049,06/19/2025 04:13 PM,Shop D,Accessories,Beach Bag,3,35,False
D-20250619-0050,06/19/2025 04:14 PM,Shop D,Accessories,Beach Hat,1,15,False
D-20250619-0051,06/19/2025 04:22 PM,Shop D,Skincare,Sunscreen,3,10,False
B-20250619-0052,06/19/2025 04:28 PM,Shop B,Skincare,Sunscreen,3,10,False
D-20250619-0053,06/19/2025 04:34 PM,Shop D,Clothing,T-Shirt,1,20,False
D-20250619-0054,06/19/2025 04:35 PM,Shop D,Souvenir,Florida Magnet,1,5,False
E-20250619-0055,06/19/2025 04:39 PM,Shop E,Clothing,T-Shirt,1,20,False
E-20250619-0056,06/19/2025 04:43 PM,Shop E,Souvenir,Florida Magnet,1,5,False
B-20250619-0057,06/19/2025 04:51 PM,Shop B,Kids,Inflatable Ring,1,15,False
E-20250619-0058,06/19/2025 04:53 PM,Shop E,Beverages,Bottled Water,10,2,False
B-20250619-0059,06/19/2025 06:01 PM,Shop B,Accessories,Beach Bag,1,35,False
E-20250619-0060,06/19/2025 06:12 PM,Shop E,Accessories,Sunglasses,2,25,False
E-20250619-0061,06/19/2025 06:14 PM,Shop E,Accessories,Beach Hat,1,15,False
D-20250619-0062,06/19/2025 06:55 PM,Shop D,Souvenir,Florida Magnet,4,5,True
B-20250620-0001,06/20/2025 08:11 AM,Shop B,Accessories,Sunglasses,2,25,False
E-20250620-0002,06/20/2025 09:18 AM,Shop E,Footwear,Sandals,1,40,False
D-20250620-0003,06/20/2025 09:41 AM,Shop D,Clothing,T-Shirt,1,20,True
C-20250620-0004,06/20/2025 09:43 AM,Shop C,Clothing,T-Shirt,2,20,False
D-20250620-0005,06/20/2025 10:41 AM,Shop D,Footwear,Sandals,1,40,False
A-20250620-0006,06/20/2025 10:46 AM,Shop A,Skincare,Sunscreen,1,10,False
A-20250620-0007,06/20/2025 10:50 AM,Shop A,Souvenir,Florida Magnet,1,5,False
D-20250620-0008,06/20/2025 10:50 AM,Shop D,Kids,Inflatable Ring,3,15,False
D-20250620-0009,06/20/2025 10:51 AM,Shop D,Skincare,Sunscreen,1,10,False
C-20250620-0010,06/20/2025 10:53 AM,Shop C,Kids,Inflatable Ring,1,15,False
E-20250620-0011,06/20/2025 11:00 AM,Shop E,Outerwear,Raincoat,2,45,False
A-20250620-0012,06/20/2025 11:01 AM,Shop A,Kids,Inflatable Ring,1,15,False
B-20250620-0013,06/20/2025 11:04 AM,Shop B,Clothing,Beach Shorts,1,30,False
B-20250620-0014,06/20/2025 11:05 AM,Shop B,Accessories,Sunglasses,1,25,False
C-20250620-0015,06/20/2025 11:11 AM,Shop C,Souvenir,Florida Magnet,10,5,False
B-20250620-0016,06/20/2025 11:13 AM,Shop B,Skincare,Sunscreen,3,10,False
C-20250620-0017,06/20/2025 11:49 AM,Shop C,Footwear,Sandals,1,40,True
D-20250620-0018,06/20/2025 11:50 AM,Shop D,Accessories,Sunglasses,3,25,False
D-20250620-0019,06/20/2025 11:55 AM,Shop D,Beverages,Bottled Water,3,2,False
A-20250620-0020,06/20/2025 12:05 PM,Shop A,Clothing,Beach Shorts,1,30,False
A-20250620-0021,06/20/2025 12:09 PM,Shop A,Accessories,Sunglasses,1,25,False
A-20250620-0022,06/20/2025 12:09 PM,Shop A,Accessories,Beach Hat,2,15,False
C-20250620-0023,06/20/2025 12:30 PM,Shop C,Clothing,Beach Shorts,2,30,True
C-20250620-0024,06/20/2025 12:50 PM,Shop C,Skincare,Sunscreen,4,10,False
C-20250620-0025,06/20/2025 01:12 PM,Shop C,Beverages,Bottled Water,10,2,False
D-20250620-0026,06/20/2025 01:23 PM,Shop D,Clothing,Beach Shorts,2,30,False
E-20250620-0027,06/20/2025 01:29 PM,Shop E,Kids,Inflatable Ring,1,15,False
D-20250620-0028,06/20/2025 01:30 PM,Shop D,Accessories,Beach Bag,1,35,False
A-20250620-0029,06/20/2025 01:34 PM,Shop A,Clothing,Swimsuit,2,50,False
D-20250620-0030,06/20/2025 01:49 PM,Shop D,Skincare,Sunscreen,1,10,False
D-20250620-0031,06/20/2025 01:52 PM,Shop D,Beverages,Bottled Water,1,2,False
B-20250620-0032,06/20/2025 02:00 PM,Shop B,Clothing,Swimsuit,7,50,False
A-20250620-0033,06/20/2025 02:04 PM,Shop A,Accessories,Beach Bag,1,35,False
E-20250620-0034,06/20/2025 02:05 PM,Shop E,Clothing,Swimsuit,3,50,False
C-20250620-0035,06/20/2025 02:15 PM,Shop C,Accessories,Beach Bag,5,35,False
C-20250620-0036,06/20/2025 02:16 PM,Shop C,Accessories,Beach Hat,1,15,False
A-20250620-0037,06/20/2025 02:40 PM,Shop A,Beverages,Bottled Water,1,2,True
B-20250620-0038,06/20/2025 02:47 PM,Shop B,Footwear,Sandals,1,40,False
A-20250620-0039,06/20/2025 03:05 PM,Shop A,Footwear,Sandals,1,40,False
D-20250620-0040,06/20/2025 03:16 PM,Shop D,Souvenir,Florida Magnet,1,5,False
B-20250620-0041,06/20/2025 03:33 PM,Shop B,Beverages,Bottled Water,1,2,False
D-20250620-0042,06/20/2025 03:39 PM,Shop D,Clothing,Swimsuit,1,50,False
A-20250620-0043,06/20/2025 03:40 PM,Shop A,Accessories,Sunglasses,3,25,False
E-20250620-0044,06/20/2025 03:46 PM,Shop E,Clothing,T-Shirt,1,20,True
E-20250620-0045,06/20/2025 03:49 PM,Shop E,Souvenir,Florida Magnet,1,5,False
C-20250620-0046,06/20/2025 03:55 PM,Shop C,Clothing,Swimsuit,1,50,False
E-20250620-0047,06/20/2025 04:09 PM,Shop E,Souvenir,Florida Magnet,3,5,False
C-20250620-0048,06/20/2025 04:14 PM,Shop C,Accessories,Beach Hat,1,15,False
E-20250620-0049,06/20/2025 04:17 PM,Shop E,Clothing,Beach Shorts,3,30,False
C-20250620-0050,06/20/2025 05:58 PM,Shop C,Accessories,Sunglasses,2,25,False
D-20250620-0051,06/20/2025 06:26 PM,Shop D,Accessories,Beach Hat,1,15,False
A-20250620-0052,06/20/2025 06:48 PM,Shop A,Clothing,T-Shirt,1,20,False
B-20250620-0053,06/20/2025 06:57 PM,Shop B,Souvenir,Florida Magnet,1,5,False
E-20250620-0054,06/20/2025 07:12 PM,Shop E,Beverages,Bottled Water,1,2,False
B-20250620-0055,06/20/2025 07:27 PM,Shop B,Accessories,Beach Hat,1,15,True
A-20250621-0001,06/21/2025 08:32 AM,Shop A,Footwear,Sandals,3,40,False
A-20250621-0002,06/21/2025 08:38 AM,Shop A,Accessories,Sunglasses,5,25,False
A-20250621-0003,06/21/2025 08:41 AM,Shop A,Accessories,Beach Hat,1,15,False
E-20250621-0004,06/21/2025 09:12 AM,Shop E,Beverages,Bottled Water,1,2,False
B-20250621-0005,06/21/2025 09:24 AM,Shop B,Clothing,Swimsuit,1,50,False
C-20250621-0006,06/21/2025 09:24 AM,Shop C,Beverages,Bottled Water,13,2,False
C-20250621-0007,06/21/2025 09:31 AM,Shop C,Clothing,T-Shirt,2,20,False
B-20250621-0008,06/21/2025 10:01 AM,Shop B,Footwear,Sandals,1,40,False
B-20250621-0009,06/21/2025 10:02 AM,Shop B,Accessories,Sunglasses,1,25,False
B-20250621-0010,06/21/2025 10:06 AM,Shop B,Accessories,Beach Hat,1,15,False
D-20250621-0011,06/21/2025 10:57 AM,Shop D,Accessories,Beach Bag,3,35,True
D-20250621-0012,06/21/2025 11:03 AM,Shop D,Clothing,Swimsuit,3,50,False
E-20250621-0013,06/21/2025 11:08 AM,Shop E,Outerwear,Raincoat,2,45,False
A-20250621-0014,06/21/2025 11:09 AM,Shop A,Accessories,Beach Bag,7,35,False
A-20250621-0015,06/21/2025 11:10 AM,Shop A,Clothing,Swimsuit,3,50,False
E-20250621-0016,06/21/2025 11:28 AM,Shop E,Clothing,T-Shirt,1,20,True
E-20250621-0017,06/21/2025 11:32 AM,Shop E,Souvenir,Florida Magnet,1,5,False
C-20250621-0018,06/21/2025 11:38 AM,Shop C,Souvenir,Florida Magnet,3,5,False
B-20250621-0019,06/21/2025 11:39 AM,Shop B,Clothing,Beach Shorts,2,30,True
C-20250621-0020,06/21/2025 11:52 AM,Shop C,Skincare,Sunscreen,6,10,False
D-20250621-0021,06/21/2025 12:13 PM,Shop D,Beverages,Bottled Water,2,2,False
A-20250621-0022,06/21/2025 12:14 PM,Shop A,Souvenir,Florida Magnet,3,5,False
C-20250621-0023,06/21/2025 12:26 PM,Shop C,Footwear,Sandals,2,40,False
D-20250621-0024,06/21/2025 12:27 PM,Shop D,Accessories,Beach Hat,3,15,False
A-20250621-0025,06/21/2025 12:51 PM,Shop A,Beverages,Bottled Water,2,2,False
E-20250621-0026,06/21/2025 12:57 PM,Shop E,Kids,Inflatable Ring,5,15,False
D-20250621-0027,06/21/2025 01:02 PM,Shop D,Clothing,T-Shirt,4,20,True
B-20250621-0028,06/21/2025 01:26 PM,Shop B,Souvenir,Florida Magnet,1,5,False
D-20250621-0029,06/21/2025 01:44 PM,Shop D,Clothing,Beach Shorts,9,30,False
D-20250621-0030,06/21/2025 01:45 PM,Shop D,Souvenir,Florida Magnet,7,5,False
D-20250621-0031,06/21/2025 01:47 PM,Shop D,Accessories,Sunglasses,1,25,False
D-20250621-0032,06/21/2025 02:00 PM,Shop D,Skincare,Sunscreen,4,10,False
A-20250621-0033,06/21/2025 02:03 PM,Shop A,Clothing,Beach Shorts,4,30,True
D-20250621-0034,06/21/2025 02:03 PM,Shop D,Beverages,Bottled Water,1,2,False
D-20250621-0035,06/21/2025 02:04 PM,Shop D,Accessories,Sunglasses,4,25,False
C-20250621-0036,06/21/2025 02:08 PM,Shop C,Accessories,Sunglasses,2,25,False
A-20250621-0037,06/21/2025 02:14 PM,Shop A,Accessories,Beach Hat,7,15,False
E-20250621-0038,06/21/2025 02:20 PM,Shop E,Clothing,Beach Shorts,1,30,False
E-20250621-0039,06/21/2025 02:21 PM,Shop E,Accessories,Sunglasses,1,25,False
C-20250621-0040,06/21/2025 02:28 PM,Shop C,Accessories,Beach Hat,5,15,False
B-20250621-0041,06/21/2025 02:35 PM,Shop B,Accessories,Beach Hat,2,15,False
A-20250621-0042,06/21/2025 02:44 PM,Shop A,Skincare,Sunscreen,5,10,True
A-20250621-0043,06/21/2025 02:47 PM,Shop A,Beverages,Bottled Water,1,2,False
B-20250621-0044,06/21/2025 02:47 PM,Shop B,Kids,Inflatable Ring,1,15,False
C-20250621-0045,06/21/2025 03:00 PM,Shop C,Accessories,Beach Bag,4,35,False
C-20250621-0046,06/21/2025 03:09 PM,Shop C,Kids,Inflatable Ring,2,15,False
D-20250621-0047,06/21/2025 03:21 PM,Shop D,Footwear,Sandals,3,40,False
B-20250621-0048,06/21/2025 03:32 PM,Shop B,Clothing,T-Shirt,3,20,False
E-20250621-0049,06/21/2025 04:10 PM,Shop E,Clothing,Swimsuit,3,50,True
E-20250621-0050,06/21/2025 04:11 PM,Shop E,Accessories,Sunglasses,1,25,False
C-20250621-0051,06/21/2025 04:13 PM,Shop C,Clothing,Swimsuit,2,50,False
C-20250621-0052,06/21/2025 04:14 PM,Shop C,Accessories,Sunglasses,1,25,False
E-20250621-0053,06/21/2025 04:40 PM,Shop E,Souvenir,Florida Magnet,1,5,False
A-20250621-0054,06/21/2025 04:47 PM,Shop A,Clothing,T-Shirt,2,20,False
C-20250621-0055,06/21/2025 04:49 PM,Shop C,Clothing,Beach Shorts,3,30,False
C-20250621-0056,06/21/2025 04:53 PM,Shop C,Accessories,Sunglasses,1,25,False
B-20250621-0057,06/21/2025 05:16 PM,Shop B,Skincare,Sunscreen,1,10,False
A-20250621-0058,06/21/2025 06:06 PM,Shop A,Kids,Inflatable Ring,2,15,False
D-20250621-0059,06/21/2025 06:40 PM,Shop D,Kids,Inflatable Ring,4,15,False
D-20250621-0060,06/21/2025 06:44 PM,Shop D,Skincare,Sunscreen,1,10,False
C-20250621-0061,06/21/2025 07:38 PM,Shop C,Outerwear,Light Jacket,4,60,False
B-20250621-0062,06/21/2025 07:51 PM,Shop B,Beverages,Bottled Water,2,2,False
C-20250622-0001,06/22/2025 08:00 AM,Shop C,Clothing,T-Shirt,11,20,True
B-20250622-0002,06/22/2025 08:23 AM,Shop B,Beverages,Bottled Water,1,2,False
E-20250622-0003,06/22/2025 08:26 AM,Shop E,Beverages,Bottled Water,1,2,False
E-20250622-0004,06/22/2025 08:44 AM,Shop E,Kids,Inflatable Ring,1,15,False
B-20250622-0005,06/22/2025 09:26 AM,Shop B,Accessories,Beach Hat,1,15,False
C-20250622-0006,06/22/2025 09:33 AM,Shop C,Accessories,Beach Hat,3,15,False
C-20250622-0007,06/22/2025 09:36 AM,Shop C,Kids,Inflatable Ring,3,15,False
D-20250622-0008,06/22/2025 10:19 AM,Shop D,Accessories,Beach Bag,11,35,False
D-20250622-0009,06/22/2025 10:20 AM,Shop D,Accessories,Beach Hat,1,15,False
A-20250622-0010,06/22/2025 10:34 AM,Shop A,Skincare,Sunscreen,2,10,False
E-20250622-0011,06/22/2025 10:41 AM,Shop E,Accessories,Beach Bag,1,35,False
A-20250622-0012,06/22/2025 10:58 AM,Shop A,Beverages,Bottled Water,4,2,False
C-20250622-0013,06/22/2025 11:09 AM,Shop C,Clothing,Swimsuit,3,50,False
D-20250622-0014,06/22/2025 11:26 AM,Shop D,Clothing,Swimsuit,7,50,False
D-20250622-0015,06/22/2025 11:31 AM,Shop D,Skincare,Sunscreen,2,10,False
A-20250622-0016,06/22/2025 12:31 PM,Shop A,Souvenir,Florida Magnet,4,5,False
A-20250622-0017,06/22/2025 12:36 PM,Shop A,Clothing,Swimsuit,4,50,False
C-20250622-0018,06/22/2025 12:37 PM,Shop C,Souvenir,Florida Magnet,3,5,False
D-20250622-0019,06/22/2025 12:55 PM,Shop D,Accessories,Sunglasses,5,25,False
A-20250622-0020,06/22/2025 01:02 PM,Shop A,Clothing,Beach Shorts,4,30,False
C-20250622-0021,06/22/2025 01:05 PM,Shop C,Accessories,Beach Bag,6,35,False
A-20250622-0022,06/22/2025 01:08 PM,Shop A,Kids,Inflatable Ring,4,15,False
C-20250622-0023,06/22/2025 01:11 PM,Shop C,Accessories,Sunglasses,3,25,False
C-20250622-0024,06/22/2025 01:14 PM,Shop C,Accessories,Beach Hat,1,15,False
D-20250622-0025,06/22/2025 01:26 PM,Shop D,Souvenir,Florida Magnet,4,5,False
A-20250622-0026,06/22/2025 01:36 PM,Shop A,Accessories,Beach Hat,4,15,False
A-20250622-0027,06/22/2025 01:39 PM,Shop A,Footwear,Sandals,4,40,False
D-20250622-0028,06/22/2025 01:48 PM,Shop D,Clothing,Beach Shorts,3,30,False
C-20250622-0029,06/22/2025 02:00 PM,Shop C,Clothing,Beach Shorts,4,30,False
A-20250622-0030,06/22/2025 02:14 PM,Shop A,Clothing,T-Shirt,4,20,False
B-20250622-0031,06/22/2025 02:18 PM,Shop B,Clothing,Beach Shorts,1,30,False
D-20250622-0032,06/22/2025 02:36 PM,Shop D,Beverages,Bottled Water,4,2,False
C-20250622-0033,06/22/2025 02:43 PM,Shop C,Beverages,Bottled Water,4,2,False
D-20250622-0034,06/22/2025 02:50 PM,Shop D,Kids,Inflatable Ring,5,15,False
D-20250622-0035,06/22/2025 02:55 PM,Shop D,Skincare,Sunscreen,1,10,False
B-20250622-0036,06/22/2025 03:11 PM,Shop B,Skincare,Sunscreen,1,10,False
A-20250622-0037,06/22/2025 03:14 PM,Shop A,Accessories,Sunglasses,3,25,True
D-20250622-0038,06/22/2025 03:18 PM,Shop D,Footwear,Sandals,4,40,False
D-20250622-0039,06/22/2025 03:33 PM,Shop D,Accessories,Beach Hat,3,15,False
C-20250622-0040,06/22/2025 04:01 PM,Shop C,Footwear,Sandals,3,40,False
B-20250622-0041,06/22/2025 04:03 PM,Shop B,Footwear,Sandals,1,40,False
D-20250622-0042,06/22/2025 04:18 PM,Shop D,Clothing,T-Shirt,5,20,True
A-20250622-0043,06/22/2025 04:38 PM,Shop A,Accessories,Beach Bag,4,35,True
C-20250622-0044,06/22/2025 04:47 PM,Shop C,Skincare,Sunscreen,5,10,False
B-20250622-0045,06/22/2025 06:20 PM,Shop B,Clothing,Swimsuit,4,50,False
E-20250622-0046,06/22/2025 06:51 PM,Shop E,Skincare,Sunscreen,1,10,False
E-20250622-0047,06/22/2025 06:58 PM,Shop E,Footwear,Sandals,1,40,False
E-20250622-0048,06/22/2025 07:19 PM,Shop E,Clothing,Swimsuit,4,50,False
E-20250622-0049,06/22/2025 07:23 PM,Shop E,Accessories,Sunglasses,1,25,False
D-20250623-0001,06/23/2025 08:08 AM,Shop D,Clothing,T-Shirt,3,20,False
A-20250623-0002,06/23/2025 08:09 AM,Shop A,Accessories,Sunglasses,2,25,False
D-20250623-0003,06/23/2025 08:09 AM,Shop D,Souvenir,Florida Magnet,1,5,False
C-20250623-0004,06/23/2025 08:45 AM,Shop C,Clothing,Swimsuit,3,50,False
B-20250623-0005,06/23/2025 08:48 AM,Shop B,Beverages,Bottled Water,2,2,False
E-20250623-0006,06/23/2025 08:56 AM,Shop E,Beverages,Bottled Water,3,2,False
D-20250623-0007,06/23/2025 10:01 AM,Shop D,Souvenir,Florida Magnet,1,5,False
A-20250623-0008,06/23/2025 10:09 AM,Shop A,Clothing,Swimsuit,1,50,False
A-20250623-0009,06/23/2025 10:09 AM,Shop A,Kids,Inflatable Ring,1,15,False
A-20250623-0010,06/23/2025 10:10 AM,Shop A,Skincare,Sunscreen,1,10,False
C-20250623-0011,06/23/2025 10:11 AM,Shop C,Beverages,Bottled Water,5,2,False
C-20250623-0012,06/23/2025 10:13 AM,Shop C,Clothing,T-Shirt,1,20,False
A-20250623-0013,06/23/2025 10:14 AM,Shop A,Accessories,Sunglasses,1,25,False
C-20250623-0014,06/23/2025 10:14 AM,Shop C,Souvenir,Florida Magnet,1,5,False
E-20250623-0015,06/23/2025 10:14 AM,Shop E,Clothing,Swimsuit,5,50,False
B-20250623-0016,06/23/2025 10:31 AM,Shop B,Clothing,Beach Shorts,4,30,True
A-20250623-0017,06/23/2025 10:33 AM,Shop A,Clothing,Beach Shorts,2,30,False
B-20250623-0018,06/23/2025 10:34 AM,Shop B,Footwear,Sandals,1,40,False
D-20250623-0019,06/23/2025 10:47 AM,Shop D,Clothing,Swimsuit,1,50,False
D-20250623-0020,06/23/2025 10:52 AM,Shop D,Accessories,Sunglasses,1,25,False
E-20250623-0021,06/23/2025 10:59 AM,Shop E,Souvenir,Florida Magnet,1,5,False
C-20250623-0022,06/23/2025 11:05 AM,Shop C,Skincare,Sunscreen,1,10,False
A-20250623-0023,06/23/2025 11:13 AM,Shop A,Accessories,Beach Hat,1,15,False
C-20250623-0024,06/23/2025 11:17 AM,Shop C,Footwear,Sandals,9,40,False
A-20250623-0025,06/23/2025 11:33 AM,Shop A,Beverages,Bottled Water,1,2,False
E-20250623-0026,06/23/2025 12:07 PM,Shop E,Footwear,Sandals,10,40,False
A-20250623-0027,06/23/2025 12:09 PM,Shop A,Footwear,Sandals,1,40,False
B-20250623-0028,06/23/2025 12:32 PM,Shop B,Kids,Inflatable Ring,5,15,False
C-20250623-0029,06/23/2025 12:40 PM,Shop C,Accessories,Sunglasses,1,25,False
A-20250623-0030,06/23/2025 12:46 PM,Shop A,Clothing,T-Shirt,3,20,False
A-20250623-0031,06/23/2025 12:47 PM,Shop A,Souvenir,Florida Magnet,1,5,False
D-20250623-0032,06/23/2025 01:31 PM,Shop D,Kids,Inflatable Ring,1,15,False
C-20250623-0033,06/23/2025 01:38 PM,Shop C,Kids,Inflatable Ring,3,15,False
C-20250623-0034,06/23/2025 02:25 PM,Shop C,Clothing,Beach Shorts,1,30,True
A-20250623-0035,06/23/2025 02:37 PM,Shop A,Skincare,Sunscreen,1,10,False
B-20250623-0036,06/23/2025 02:43 PM,Shop B,Accessories,Beach Hat,8,15,False
D-20250623-0037,06/23/2025 03:01 PM,Shop D,Accessories,Sunglasses,2,25,False
E-20250623-0038,06/23/2025 03:22 PM,Shop E,Skincare,Sunscreen,1,10,False
E-20250623-0039,06/23/2025 03:25 PM,Shop E,Accessories,Sunglasses,4,25,True
C-20250623-0040,06/23/2025 03:38 PM,Shop C,Accessories,Beach Hat,10,15,False
A-20250623-0041,06/23/2025 03:43 PM,Shop A,Souvenir,Florida Magnet,1,5,False
D-20250623-0042,06/23/2025 03:53 PM,Shop D,Footwear,Sandals,1,40,False
D-20250623-0043,06/23/2025 04:42 PM,Shop D,Clothing,Beach Shorts,3,30,False
B-20250623-0044,06/23/2025 04:48 PM,Shop B,Accessories,Sunglasses,2,25,False
B-20250623-0045,06/23/2025 04:57 PM,Shop B,Skincare,Sunscreen,2,10,False
C-20250623-0046,06/23/2025 05:17 PM,Shop C,Souvenir,Florida Magnet,2,5,False
D-20250623-0047,06/23/2025 06:41 PM,Shop D,Skincare,Sunscreen,10,10,False
D-20250623-0048,06/23/2025 06:51 PM,Shop D,Accessories,Beach Hat,8,15,False
